361,232,-53,475,325,-23
482,168,-35,237,250,-84
319,301,-26,208,110,-98
462,316,-21,492,147,-79
457,289,-78,431,222,-97
233,186,-89,351,290,-37
208,100,-41,480,267,-75
163,224,-96,407,276,-49
204,181,-79,460,173,-87
244,310,-87,371,222,-56
388,165,-84,205,363,-62
92,347,-57,399,180,-96
495,138,-58,100,254,-37
153,282,-30,178,233,-91
469,115,-82,308,371,-91
430,397,-42,420,356,-74
167,270,-35,331,151,-12
180,196,-63,372,213,-34
202,264,-64,353,399,-54
106,200,-97,84,336,-20
88,196,-44,329,211,-69
301,116,-66,460,207,-75
68,363,-65,299,382,-76
334,316,-38,419,314,-84
241,199,-80,170,172,-65
128,380,-28,245,108,-17
161,153,-41,496,100,-26
153,197,-53,168,115,-38
300,212,-16,135,378,-93
482,313,-55,316,295,-88
257,347,-46,377,275,-88
362,339,-12,425,169,-27
270,294,-22,482,320,-18
484,281,-24,284,125,-12
319,288,-30,195,160,-13
184,316,-78,470,186,-91
417,390,-31,274,326,-47
209,186,-36,206,282,-78
242,266,-14,153,186,-75
325,355,-93,305,105,-31
378,111,-15,179,144,-59
67,134,-46,326,197,-35
164,321,-52,290,203,-57
189,296,-45,306,384,-14
249,122,-15,259,238,-43
373,379,-98,257,181,-51
398,384,-91,102,382,-85
125,246,-48,398,353,-22
78,108,-13,89,222,-64
268,278,-94,106,349,-64
105,144,-17,329,149,-26
455,100,-28,311,190,-11
76,179,-63,280,212,-52
91,288,-98,124,218,-57
403,345,-43,317,215,-86
233,312,-81,52,171,-66
325,200,-85,86,290,-17
342,253,-66,372,170,-70
465,190,-77,432,116,-25
211,135,-28,261,345,-50
203,212,-82,288,205,-13
150,294,-71,240,259,-58
290,344,-91,404,172,-72
477,187,-32,100,250,-99
346,159,-98,339,200,-50
357,398,-18,154,379,-27
405,365,-88,274,244,-38
145,144,-79,198,219,-25
197,245,-25,414,339,-53
396,296,-46,237,132,-77
340,347,-21,435,192,-18
102,286,-82,367,175,-87
285,344,-85,285,208,-63
173,300,-56,328,295,-22
371,391,-47,181,212,-41
168,373,-97,405,275,-21
252,255,-12,373,146,-22
172,134,-70,78,327,-20
376,189,-24,328,333,-70
184,250,-85,481,281,-75
61,164,-18,226,202,-33
332,239,-12,364,258,-72
134,172,-21,162,251,-84
259,141,-15,276,298,-72
479,311,-72,378,287,-74
239,290,-57,215,224,-26
206,174,-88,488,394,-48
222,159,-85,380,317,-89
66,167,-39,164,375,-10
100,267,-15,429,304,-22
408,241,-99,470,209,-38
176,223,-60,320,210,-49
324,120,-27,400,166,-18
322,219,-56,181,161,-20
189,145,-56,368,365,-27
214,144,-62,409,264,-30
353,185,-89,253,335,-71
359,183,-16,298,131,-44
110,348,-91,347,269,-33
349,140,-64,181,102,-31
162,393,-68,268,351,-68
267,291,-22,126,372,-48
161,124,-78,190,189,-31
366,166,-48,230,265,-24
386,374,-75,296,204,-61
451,354,-23,490,317,-24
416,188,-55,95,122,-57
336,143,-70,73,180,-59
235,178,-83,448,337,-12
342,369,-27,271,143,-47
112,368,-33,500,205,-22
344,217,-44,95,195,-45
245,238,-17,252,320,-75
164,189,-95,111,353,-74
304,318,-91,273,150,-45
120,199,-36,380,255,-20
197,377,-62,360,125,-45
458,224,-90,232,137,-74
61,211,-81,248,358,-40
389,274,-22,191,195,-70
228,222,-87,208,340,-78
481,335,-75,280,103,-59
199,399,-88,85,144,-71
439,306,-48,255,384,-49
172,317,-64,284,130,-89
57,315,-16,332,208,-78
174,319,-34,453,126,-67
135,208,-32,200,263,-95
244,342,-23,335,293,-17
120,375,-62,434,319,-47
467,168,-54,297,375,-92
421,255,-33,368,285,-37
346,311,-31,116,338,-49
60,145,-23,331,109,-20
419,159,-43,220,267,-35
193,240,-47,461,311,-77
229,128,-61,227,118,-100
353,257,-45,180,229,-89
284,120,-46,306,297,-30
208,374,-61,339,226,-94
274,323,-50,372,268,-98
103,113,-63,135,341,-70
343,315,-18,396,162,-58
77,101,-39,283,171,-78
485,369,-39,184,374,-15
185,301,-85,444,324,-58
430,351,-56,309,216,-51
375,372,-72,405,205,-51
174,174,-58,262,346,-12
373,288,-82,181,368,-59
90,348,-75,97,247,-62
378,104,-65,331,163,-93
432,154,-60,68,124,-26
357,254,-65,382,236,-98
260,156,-71,201,270,-47
375,391,-45,271,130,-12
235,107,-29,272,345,-42
443,336,-29,429,393,-33
299,184,-53,177,395,-42
373,374,-29,119,184,-27
452,319,-14,263,114,-40
186,358,-13,264,263,-41
419,366,-73,457,381,-12
300,175,-49,83,239,-50
238,218,-78,157,189,-96
374,142,-10,357,143,-74
330,116,-88,386,373,-56
163,317,-58,96,280,-18
476,210,-68,62,399,-74
376,296,-49,482,262,-30
477,247,-95,434,137,-43
301,195,-46,193,271,-83
368,352,-26,373,284,-81
235,393,-38,314,216,-17
304,250,-61,298,208,-94
333,118,-22,148,342,-16
355,386,-12,429,259,-16
303,180,-59,335,213,-43
82,210,-91,82,384,-26
63,206,-43,110,333,-61
180,112,-48,151,309,-50
396,388,-76,348,310,-50
496,173,-87,477,392,-63
240,384,-35,68,385,-94
406,320,-67,494,371,-68
190,235,-35,497,234,-47
256,365,-65,160,143,-37
285,276,-70,195,324,-51
88,356,-56,348,148,-59
218,344,-16,252,296,-41
381,334,-47,300,208,-76
82,312,-40,129,227,-28
52,375,-41,51,198,-40
358,160,-34,316,240,-89
298,250,-59,243,328,-94
269,372,-61,406,306,-85
312,186,-64,449,197,-25
148,151,-59,371,377,-38
344,320,-94,342,218,-89
422,215,-11,301,134,-50
434,168,-100,331,247,-29
208,102,-54,485,118,-28
449,268,-84,124,304,-61
487,284,-43,103,297,-18
219,295,-57,125,189,-67
292,223,-39,393,379,-12
472,358,-57,63,323,-60
176,349,-98,280,198,-77
238,313,-79,236,229,-45
370,345,-21,467,155,-79
83,110,-14,492,123,-23
242,226,-85,283,175,-40
334,380,-82,94,251,-45
373,336,-75,374,134,-51
116,296,-40,396,398,-13
493,226,-92,98,310,-58
355,121,-35,256,176,-69
129,264,-30,236,356,-37
182,114,-60,79,298,-82
405,254,-39,186,199,-33
384,261,-79,434,190,-100
491,185,-89,292,339,-74
119,130,-10,383,375,-53
396,326,-20,354,124,-54
374,318,-49,74,223,-97
366,369,-11,466,325,-74
497,151,-52,239,114,-83
95,239,-97,123,245,-61
86,334,-91,81,381,-11
250,363,-70,383,104,-74
166,343,-17,179,132,-25
330,286,-98,448,334,-60
287,306,-33,484,374,-77
251,286,-37,310,249,-83
465,214,-20,383,302,-81
346,353,-19,230,360,-10
106,199,-79,322,289,-83
326,257,-86,323,332,-89
227,366,-42,415,115,-99
374,163,-81,249,260,-22
134,131,-67,147,261,-13
123,323,-55,122,254,-67
110,354,-69,296,207,-11
239,232,-53,177,245,-15
62,276,-37,450,355,-81
381,320,-39,113,333,-42
64,218,-30,363,390,-53
477,241,-34,79,344,-71
422,367,-79,242,141,-65
121,210,-19,311,302,-25
349,117,-100,232,125,-75
220,259,-37,422,186,-70
428,255,-37,290,274,-82
201,285,-40,150,276,-35
495,357,-75,489,161,-80
114,326,-32,361,115,-92
472,328,-73,424,304,-19
393,341,-64,449,296,-83
73,199,-11,165,144,-27
274,385,-44,244,106,-47
72,204,-55,136,134,-25
66,264,-34,217,109,-16
53,258,-94,67,353,-41
67,117,-99,352,239,-24
270,391,-13,317,173,-35
232,304,-21,182,185,-60
70,358,-98,248,326,-51
60,143,-24,426,336,-11
401,179,-22,64,219,-33
187,103,-55,284,175,-41
173,231,-91,494,217,-75
465,133,-76,493,231,-36
243,162,-31,358,250,-88
180,400,-39,397,136,-20
120,197,-59,198,199,-81
387,339,-73,196,367,-56
83,242,-72,419,228,-92
189,317,-49,168,126,-14
206,162,-59,432,393,-57
150,378,-83,202,288,-88
222,332,-100,439,361,-74
395,303,-57,242,212,-77
100,388,-60,143,304,-25
251,213,-98,272,200,-27
247,374,-52,90,389,-65
410,356,-37,480,109,-69
77,249,-47,200,142,-23
459,116,-36,370,259,-61
173,208,-28,456,181,-37
409,235,-11,158,163,-67
327,189,-31,491,124,-14
498,386,-80,475,243,-43
413,178,-65,104,292,-69
251,335,-48,390,230,-27
500,218,-87,217,127,-72
418,314,-93,205,342,-85
467,275,-60,416,128,-23
414,392,-41,357,104,-28
178,311,-67,468,202,-89
270,132,-89,157,172,-88
196,119,-66,462,384,-46
326,267,-13,92,369,-62
220,400,-68,240,259,-89
396,306,-95,382,285,-65
399,259,-54,324,381,-69
368,120,-74,370,302,-32
160,104,-62,488,286,-60
464,362,-47,176,199,-29
96,371,-52,97,212,-24
465,258,-89,250,115,-33
287,230,-27,446,276,-90
129,324,-54,187,184,-47
173,369,-22,382,218,-53
77,344,-64,283,100,-61
283,261,-38,432,225,-69
478,365,-33,396,373,-47
170,359,-70,126,358,-74
452,161,-34,408,159,-25
453,168,-11,274,324,-67
258,297,-52,476,320,-28
151,118,-50,183,230,-40
185,120,-89,396,342,-88
320,144,-11,66,172,-40
400,148,-38,457,191,-76
491,394,-90,382,132,-31
445,181,-91,255,210,-87
355,184,-79,412,169,-52
455,154,-79,57,314,-93
74,245,-68,428,139,-90
447,379,-63,202,396,-78
411,154,-17,419,105,-27
149,292,-34,278,357,-16
62,238,-59,82,319,-17
193,195,-19,197,297,-14
81,360,-63,223,354,-56
404,323,-50,471,302,-61
481,173,-34,380,329,-87
191,118,-81,217,115,-57
175,343,-44,207,289,-84
177,108,-75,471,386,-33
357,256,-75,206,400,-37
135,100,-96,333,173,-13
86,117,-41,317,356,-56
50,141,-100,275,340,-46
120,110,-26,491,316,-21
279,368,-95,255,147,-59
346,371,-47,179,147,-89
244,320,-44,203,207,-66
326,101,-60,229,205,-96
437,154,-30,136,141,-83
312,183,-59,65,315,-59
485,267,-44,348,397,-15
459,244,-70,170,303,-71
440,238,-68,195,261,-11
248,177,-59,385,308,-89
124,257,-78,218,177,-14
248,242,-75,372,145,-36
71,337,-90,234,223,-39
305,312,-44,489,147,-93
345,199,-72,110,104,-48
442,238,-75,425,322,-43
404,289,-43,270,394,-80
264,145,-20,496,334,-10
131,305,-89,244,195,-84
497,383,-30,401,302,-50
421,357,-70,204,159,-44
104,324,-63,187,393,-93
498,212,-73,146,275,-97
498,135,-47,176,275,-43
455,159,-79,314,254,-48
195,299,-82,242,127,-48
128,376,-11,486,233,-84
145,310,-27,84,300,-81
104,369,-53,57,185,-18
420,153,-32,77,184,-64
212,281,-18,334,342,-13
422,215,-18,291,299,-69
67,388,-59,476,160,-47
150,334,-58,233,262,-78
250,371,-12,478,200,-86
156,347,-95,456,161,-84
182,202,-59,109,137,-85
395,187,-44,314,254,-56
221,276,-37,222,346,-89
458,145,-86,286,312,-78
256,300,-32,72,173,-81
63,148,-19,403,332,-64
482,249,-91,348,176,-22
220,376,-73,264,261,-18
407,235,-51,297,197,-79
344,126,-39,58,361,-23
191,109,-53,130,140,-85
427,309,-13,160,187,-54
206,219,-28,455,350,-95
108,369,-54,484,117,-45
259,330,-81,83,127,-27
274,271,-13,374,112,-25
182,303,-82,368,376,-41
174,329,-37,232,285,-33
334,341,-25,64,150,-52
56,376,-98,199,233,-37
287,359,-53,424,330,-95
277,334,-50,95,156,-50
293,325,-49,366,290,-85
461,304,-69,490,122,-80
342,115,-27,429,118,-72
404,216,-58,154,156,-24
51,228,-45,104,173,-30
290,170,-45,126,183,-80
144,264,-43,313,226,-19
284,160,-84,400,113,-32
430,288,-39,123,219,-56
315,264,-36,152,377,-83
459,313,-69,100,377,-59
188,281,-21,217,273,-54
227,270,-83,399,325,-22
257,345,-69,385,297,-88
269,194,-11,104,382,-19
141,249,-95,382,106,-13
346,106,-54,88,196,-21
414,191,-75,348,112,-21
305,235,-20,348,366,-27
468,116,-54,305,312,-85
413,274,-11,161,178,-72
433,157,-61,242,367,-38
131,118,-60,241,268,-92
137,349,-84,374,378,-89
118,213,-71,86,242,-40
127,192,-53,331,352,-30
441,143,-76,221,173,-27
167,372,-77,239,277,-77
228,209,-64,63,318,-34
204,382,-12,365,382,-68
110,116,-96,461,145,-83
460,180,-64,168,389,-33
341,154,-46,76,275,-68
168,327,-79,180,137,-34
163,246,-53,211,390,-77
144,368,-60,67,240,-50
245,263,-26,220,271,-46
310,236,-22,322,232,-36
353,396,-63,158,369,-65
387,188,-84,353,155,-55
440,314,-100,277,160,-34
310,257,-93,77,194,-57
339,378,-56,317,207,-61
144,239,-57,94,296,-90
60,335,-91,368,367,-56
457,167,-69,448,307,-62
298,387,-49,478,336,-94
257,151,-81,101,334,-71
303,294,-76,69,188,-75
417,143,-34,167,317,-33
456,278,-15,394,334,-82
372,179,-84,91,238,-49
87,297,-26,126,290,-75
392,273,-69,280,144,-76
147,118,-67,262,327,-61
399,168,-69,402,182,-45
473,275,-98,495,370,-75
226,113,-40,444,309,-66
142,262,-88,495,166,-100
138,276,-95,117,117,-36
62,221,-22,289,396,-81
184,135,-97,195,309,-57
312,316,-47,481,344,-35
222,361,-49,172,122,-85
65,346,-49,305,334,-74
166,368,-43,50,188,-30
169,303,-82,409,166,-94
218,291,-80,201,278,-44
498,344,-12,152,208,-86
390,258,-83,408,328,-18
204,373,-57,339,105,-83
111,236,-63,387,259,-51
454,344,-84,487,361,-55
446,178,-52,126,247,-37
206,345,-36,159,121,-23
303,320,-21,302,181,-19
334,192,-66,256,156,-17
468,253,-58,260,212,-97
185,144,-28,233,238,-18
214,303,-95,484,287,-56
84,302,-13,193,391,-73
221,232,-27,124,280,-48
263,253,-84,319,219,-88
242,309,-84,166,383,-47
322,349,-73,258,285,-53
381,376,-51,60,321,-63
87,269,-82,401,327,-66
373,376,-24,389,255,-87
93,274,-18,254,113,-88
332,383,-92,159,234,-36
499,105,-24,134,171,-80
85,131,-86,292,158,-44
498,137,-66,145,339,-81
142,106,-25,427,152,-76
219,306,-96,426,236,-23
372,313,-76,192,117,-18
128,154,-37,256,322,-69
156,146,-67,479,387,-11
99,371,-73,90,278,-11
178,347,-35,453,168,-16
451,112,-11,282,151,-79
479,105,-63,408,340,-45
82,302,-25,357,248,-81
392,218,-46,137,165,-82
405,119,-58,256,105,-43
485,114,-52,236,232,-30
431,186,-40,348,381,-96
423,304,-78,143,344,-26
266,374,-73,94,395,-51
410,384,-30,189,282,-37
357,390,-45,56,255,-81
324,264,-86,336,241,-81
495,166,-69,158,134,-32
217,394,-92,224,242,-36
444,393,-52,284,390,-91
84,309,-90,406,342,-59
78,323,-81,234,357,-53
64,313,-24,440,398,-55
487,289,-63,88,100,-65
406,143,-92,410,303,-18
279,141,-28,389,349,-30
127,181,-91,98,334,-42
245,336,-86,264,113,-11
310,185,-86,239,159,-29
260,357,-40,275,114,-28
318,162,-87,311,183,-29
213,227,-68,66,286,-84
203,118,-76,256,342,-16
303,292,-33,444,301,-90
340,150,-17,164,289,-55
145,139,-76,132,342,-33
265,190,-72,452,322,-31
217,167,-86,272,352,-79
213,145,-30,78,322,-61
428,340,-63,280,326,-15
310,332,-73,196,357,-32
333,207,-89,50,164,-98
345,152,-16,289,179,-37
158,206,-27,66,137,-43
479,235,-52,61,264,-12
135,165,-28,483,109,-30
469,271,-42,79,173,-40
222,331,-81,71,367,-82
151,338,-15,122,321,-71
206,219,-24,97,124,-81
434,293,-99,442,148,-72
463,400,-77,338,391,-81
367,271,-64,460,285,-70
232,343,-61,329,237,-12
473,280,-81,375,279,-70
196,131,-52,216,260,-98
397,292,-55,163,153,-48
74,153,-46,180,178,-35
216,311,-49,388,273,-55
279,288,-69,55,324,-23
256,391,-20,110,357,-85
469,378,-76,92,112,-29
415,277,-44,79,183,-44
260,235,-55,154,345,-11
209,203,-75,90,390,-58
150,281,-37,144,228,-63
318,114,-37,468,114,-54
294,259,-84,461,220,-66
389,352,-63,302,352,-38
285,179,-81,194,134,-71
295,354,-56,312,150,-41
234,274,-82,299,279,-92
432,305,-41,160,179,-57
264,334,-15,459,346,-50
339,108,-74,126,274,-50
279,316,-22,267,215,-87
121,383,-88,195,205,-13
390,182,-47,402,181,-81
437,175,-90,76,274,-31
269,253,-29,396,141,-93
271,173,-93,136,309,-64
335,368,-94,153,144,-20
476,104,-47,446,244,-18
100,321,-13,464,173,-64
453,368,-41,338,388,-61
366,395,-61,176,212,-74
92,251,-40,483,240,-31
455,105,-14,407,192,-93
350,397,-99,480,131,-59
416,136,-25,362,260,-50
401,227,-76,112,338,-22
433,335,-45,379,353,-77
337,221,-55,137,336,-78
445,308,-82,395,113,-84
335,198,-88,65,285,-25
405,364,-42,259,285,-72
259,135,-54,136,326,-75
351,252,-48,425,145,-70
76,156,-55,81,189,-64
289,156,-24,111,222,-46
211,247,-91,162,135,-84
412,287,-56,245,130,-44
450,340,-79,419,260,-28
430,155,-73,328,319,-68
345,276,-18,135,331,-50
241,336,-84,403,291,-43
194,370,-25,337,232,-70
286,359,-40,423,255,-100
420,299,-31,345,347,-16
349,136,-55,232,384,-24
215,383,-20,315,115,-91
342,343,-35,496,187,-27
112,243,-30,472,316,-88
344,315,-86,179,250,-100
296,188,-87,370,291,-35
393,310,-41,341,327,-48
160,376,-73,261,211,-55
282,200,-78,110,289,-82
56,129,-96,197,374,-32
213,104,-19,419,322,-87
447,372,-21,455,118,-30
403,139,-71,109,254,-74
428,171,-29,113,262,-28
304,139,-49,418,370,-41
328,318,-43,265,141,-11
167,210,-48,186,126,-33
274,263,-82,130,374,-69
246,151,-30,370,283,-54
165,241,-45,315,240,-93
77,159,-40,264,262,-77
357,269,-55,359,353,-23
160,301,-73,332,371,-19
382,354,-100,342,139,-89
121,348,-67,248,334,-85
315,300,-15,434,306,-92
107,188,-61,149,298,-57
97,266,-18,470,216,-68
161,386,-70,383,397,-21
445,169,-11,336,101,-85
156,117,-52,462,295,-16
415,223,-77,118,168,-90
253,245,-71,259,135,-73
340,117,-15,52,102,-66
168,186,-59,437,332,-93
401,185,-16,472,344,-14
126,274,-24,432,110,-82
181,147,-53,305,394,-83
494,311,-21,51,309,-89
411,143,-71,223,232,-84
495,305,-19,257,379,-63
387,338,-83,428,162,-13
409,361,-57,77,380,-20
321,391,-93,393,382,-44
71,162,-53,141,328,-86
98,313,-69,189,283,-80
51,271,-92,495,136,-90
95,152,-17,203,311,-52
236,228,-98,308,393,-61
116,170,-17,152,382,-35
195,168,-68,150,341,-62
289,160,-48,109,321,-17
133,116,-92,286,387,-31
295,316,-39,356,323,-56
492,250,-65,441,111,-68
207,199,-28,363,268,-86
414,379,-42,484,145,-13
144,107,-95,329,302,-65
341,284,-51,282,269,-88
485,260,-16,154,134,-64
64,178,-33,155,127,-97
121,337,-92,454,158,-96
333,164,-19,384,397,-58
294,199,-37,255,265,-92
378,379,-73,262,273,-72
215,116,-87,115,144,-72
167,191,-65,483,322,-90
484,246,-55,362,308,-22
189,259,-61,133,181,-55
186,198,-94,385,164,-23
323,268,-64,73,147,-51
135,367,-25,393,126,-18
418,293,-17,415,129,-32
253,191,-54,337,284,-27
206,385,-20,429,245,-45
60,241,-63,428,228,-18
304,232,-23,414,312,-99
211,215,-91,164,382,-28
385,139,-38,447,194,-97
481,260,-84,214,205,-12
325,309,-77,115,229,-16
180,235,-82,375,284,-37
223,124,-96,54,213,-96
328,377,-82,286,339,-49
490,137,-14,404,178,-15
302,197,-12,317,281,-73
272,258,-32,259,238,-83
302,306,-39,372,233,-79
201,328,-89,378,163,-77
310,123,-80,118,395,-91
117,194,-52,339,218,-88
287,355,-19,376,332,-30
342,394,-22,450,282,-53
157,308,-79,289,214,-50
444,138,-27,339,136,-68
214,123,-32,358,373,-32
488,217,-13,366,292,-92
338,399,-28,197,372,-41
82,261,-56,215,259,-24
381,250,-72,327,281,-40
168,223,-42,206,173,-48
404,271,-29,269,160,-12
500,136,-48,433,301,-88
90,142,-57,296,312,-98
199,236,-46,143,175,-58
435,128,-60,296,275,-68
383,280,-50,395,195,-76
433,367,-76,259,280,-57
259,183,-25,358,251,-51
165,250,-83,322,332,-15
246,318,-41,370,252,-78
262,382,-12,74,230,-77
106,345,-29,446,331,-72
381,362,-53,306,128,-80
51,275,-91,323,225,-97
490,398,-88,186,170,-84
449,117,-68,158,187,-25
341,260,-64,447,316,-48
119,390,-82,353,130,-92
169,241,-86,123,163,-63
301,321,-78,117,176,-78
173,229,-41,148,362,-82
94,286,-68,233,106,-64
210,389,-45,486,171,-23
129,339,-56,335,230,-37
195,358,-98,86,181,-14
159,353,-35,239,257,-17
94,220,-50,332,128,-65
485,200,-43,219,186,-15
305,179,-38,279,295,-73
399,338,-100,372,150,-66
230,367,-60,188,151,-38
334,172,-77,446,319,-51
69,288,-35,490,162,-70
449,289,-88,364,125,-93
232,224,-53,411,201,-77
50,157,-91,299,198,-54
331,101,-23,131,372,-15
438,135,-17,356,383,-85
367,255,-18,197,391,-90
472,146,-78,121,364,-30
400,376,-81,268,297,-92
141,116,-30,197,388,-21
317,191,-40,184,327,-87
276,398,-100,220,271,-40
367,236,-39,84,327,-63
265,256,-28,302,269,-55
200,103,-41,491,142,-14
236,354,-85,200,180,-80
258,364,-100,61,253,-35
247,382,-32,467,362,-61
390,359,-32,210,265,-44
273,258,-82,435,345,-58
457,124,-26,389,229,-83
271,198,-55,175,184,-12
284,246,-70,159,150,-10
148,399,-64,464,331,-17
270,202,-76,225,246,-83
92,276,-51,184,139,-76
260,195,-12,110,329,-54
442,334,-11,228,156,-62
219,114,-53,192,332,-58
322,125,-25,353,217,-27
395,400,-95,113,140,-78
241,238,-65,249,214,-98
94,194,-11,63,112,-45
59,107,-74,190,196,-88
357,246,-27,486,325,-39
453,177,-61,241,145,-40
292,398,-72,179,110,-96
487,357,-23,462,123,-41
95,132,-87,104,270,-26
327,372,-41,370,369,-26
122,166,-40,496,365,-91
68,336,-44,459,113,-43
242,326,-87,356,108,-92
442,357,-58,140,127,-56
52,154,-12,122,170,-42
123,264,-94,304,126,-46
363,373,-24,403,303,-61
186,120,-53,90,305,-25
125,105,-29,304,180,-33
335,165,-17,218,139,-40
92,383,-15,207,291,-74
329,101,-68,369,393,-72
105,320,-19,302,339,-83
399,244,-65,58,384,-12
377,347,-43,432,187,-63
163,350,-41,446,395,-93
373,224,-28,470,195,-45
134,110,-78,162,141,-71
335,386,-66,110,303,-20
197,159,-56,176,372,-41
465,169,-48,104,197,-34
259,237,-88,372,286,-27
71,254,-43,326,196,-63
351,262,-38,275,173,-36
489,318,-31,72,294,-16
228,114,-98,342,353,-53
191,177,-45,68,365,-20
312,232,-66,300,257,-62
120,381,-13,355,241,-67
424,378,-78,484,385,-79
431,348,-49,346,110,-49
295,117,-17,169,246,-89
205,338,-93,82,287,-41
282,132,-30,63,368,-58
414,120,-13,329,157,-75
469,122,-60,97,150,-41
491,202,-100,372,124,-86
245,358,-62,437,268,-23
314,171,-37,199,316,-99
358,269,-66,365,369,-33
425,344,-75,389,393,-27
481,234,-53,448,116,-52
411,321,-70,103,179,-70
218,100,-67,137,225,-35
59,247,-14,268,303,-38
497,354,-62,304,372,-42
378,167,-15,150,141,-33
83,229,-87,287,125,-18
224,271,-41,379,251,-63
371,224,-52,288,347,-75
228,134,-59,476,364,-91
118,210,-83,301,375,-29
107,309,-94,88,202,-19
413,138,-40,375,369,-86
102,189,-41,360,354,-72
193,341,-53,248,356,-77
114,246,-93,168,247,-44
70,241,-92,260,216,-66
111,168,-74,414,170,-50
256,152,-47,71,245,-44
88,285,-54,163,267,-43
232,138,-70,383,348,-39
328,167,-16,74,145,-87
386,177,-43,498,242,-52
